,angle,eta,pt,eta_sum,pl,id
0,0.028561665968903954,8.204540772796394,2.1080728707445537,4.196049082246296,69.99679277611052,HNL
1,0.04704003768151608,8.633979173258675,0.5439817106234711,5.039675622368045,41.99904380365215,HNL
2,0.06681433069858499,8.189326605302654,0.10386903645743827,6.338687587317111,29.39759439212625,HNL
3,0.1159958045110941,7.331676197050958,0.3630744606040862,4.850220658622648,23.193333299794027,HNL
4,0.03200932720646769,8.695774377097909,1.3328329424089316,4.533561161093629,62.02920264471105,HNL
5,0.039659848094547145,8.85824993554499,0.8373685374689226,4.933719291146924,58.15019754506349,HNL
6,0.08010661778451166,7.679794556803129,0.49474330211316775,4.608730709232286,24.822934419376487,HNL
7,0.07428594953019536,7.961835486447419,0.899966224656044,4.40203440038284,36.72064177063332,HNL
8,0.03604286305619552,9.276720950867517,0.5542442752617128,5.294589185480762,55.21678914178021,HNL
9,0.05797028766787974,8.453511898586699,0.3165917166384334,5.429432398249571,36.09389324299725,HNL
10,0.03196778816723015,9.528157762970881,0.6218765286091683,5.420789270068386,70.28854265089191,HNL
11,0.039745661522915456,9.229358731907265,0.40484440917855125,5.503408199483672,49.69935573725961,HNL
12,0.0435419335750295,8.506221826127353,1.515647760294999,4.554710112988915,72.04530949358055,HNL
13,0.07067002735453036,8.052162657736119,0.6734619542725584,4.624305175346515,34.3203327658721,HNL
14,0.05898071500241006,7.874362168898593,1.1269979028237325,4.077185744621361,33.22519325143055,HNL
15,0.06422640400363407,8.242390498170263,1.1206062929635785,4.302809945137704,41.40284281980657,HNL
16,0.04778807085482301,8.654443931435615,0.5840488615255158,5.036480848196342,44.94865456509078,HNL
17,0.05549959502803331,8.700758850180675,1.3206661650829012,3.985638045195368,35.52660479664701,HNL
18,0.013940717161095255,9.419753465966178,2.5698535820968726,4.867603123720572,167.04207107199326,HNL
19,0.04827340188964178,11.266751640202514,0.6034685272590375,5.007505858239413,45.116704367766346,HNL
20,0.05251751139655229,8.674218978298542,0.4351432345037111,5.237039877285337,40.92677152469556,HNL
21,0.08233119899462185,7.656704545787316,0.36894196313815886,4.866588635539273,23.957136173908623,HNL
22,0.04100022419384952,8.881180512571508,0.841983418625135,4.950677592576788,59.47079467512723,HNL
23,0.06218245007965481,8.218762701172253,0.6767282510466852,4.612383625926668,34.07801259830186,HNL
